hhi,whi,hhi2,education,race,hispanic,experience,kidslt6,kids618,husby,region,whrswk
no,yes,no,13-15years,white,no,40.6187,-0.0021797176,-0.008614883,16.2115,west,between 0.0 and 35.0
yes,yes,yes,12years,white,no,47.02962,0.0007433662,-0.0006543698,27.285156,northcentral,between 0.0 and 35.0
yes,yes,yes,16years,white,no,18.669003,1.1350967,-0.0027118162,35.685173,other,between 0.0 and 35.0
yes,no,no,12years,white,no,30.912779,0.005618988,0.0016333761,-0.18737274,northcentral,between 0.0 and 35.0
yes,no,yes,16years,white,no,7.5080686,0.0071821744,2.0013807,11.76331,other,between 0.0 and 35.0
yes,yes,no,9-11years,white,no,16.09082,1.3524364,2.0743432,51.98287,northcentral,between 0.0 and 35.0
yes,yes,no,16years,white,no,2.7484846,1.4738706,0.0012162391,22.393955,south,between 0.0 and 35.0
no,yes,no,12years,white,no,30.982307,-0.00237515,0.9855778,31.973206,south,between 0.0 and 35.0
yes,no,no,13-15years,white,no,18.567108,0.0023904687,-0.0026583693,6.4755273,other,between 0.0 and 35.0
no,no,no,16years,white,no,44.524643,-0.0010425679,-0.0017020942,-0.13850127,northcentral,between 0.0 and 35.0
no,yes,yes,16years,white,no,4.0619307,-0.00014860628,-0.009382442,-0.11328791,south,between 0.0 and 35.0
yes,no,no,16years,white,no,15.791514,0.011272669,-0.0015800669,32.681744,other,greater than 40.0
yes,no,no,12years,white,no,37.354103,-0.0013560276,-0.013496839,-0.21722655,northcentral,between 0.0 and 35.0
yes,no,yes,13-15years,white,no,16.382898,-0.0008986138,2.776143,57.857918,south,between 0.0 and 35.0
yes,yes,no,16years,white,no,32.183556,0.002327707,-0.0015627288,29.654947,west,between 35.0 and 40.0
yes,yes,yes,9-11years,white,no,35.310616,0.0024844683,0.00844581,-0.3638706,west,between 0.0 and 35.0
yes,yes,no,12years,white,no,26.38192,1.1679779,0.99805284,52.517338,west,between 0.0 and 35.0
no,no,no,16years,white,no,42.26505,-0.0028758473,-0.002101439,62.639736,south,greater than 40.0
no,no,no,16years,white,no,23.894726,0.000500583,1.0232615,-0.37913412,northcentral,between 0.0 and 35.0
no,yes,yes,16years,white,no,10.654197,-0.001959465,-0.002223133,9.369432,south,between 0.0 and 35.0
yes,no,no,16years,white,no,24.584335,0.00015092033,-0.0028488475,14.40127,northcentral,between 0.0 and 35.0
yes,no,yes,16years,white,no,2.696385,0.004387227,0.0024099126,59.573853,northcentral,between 0.0 and 35.0
yes,no,yes,12years,white,yes,12.045812,2.8339229,0.0038760365,82.49469,northcentral,between 0.0 and 35.0
no,no,no,16years,white,no,23.956469,-0.0030079128,1.0310587,23.189602,northcentral,between 0.0 and 35.0
yes,yes,no,12years,white,no,-0.5938516,0.9975812,-0.0041305404,0.60696995,northcentral,between 0.0 and 35.0
yes,yes,yes,16years,white,no,20.694553,0.00021982641,-0.0026686518,19.025038,other,between 0.0 and 35.0
no,no,yes,12years,white,no,21.456066,0.9229182,0.0019600564,13.1524935,south,between 0.0 and 35.0
yes,no,yes,13-15years,white,no,40.29094,-0.0026955858,-0.002562425,0.08346188,other,greater than 40.0
no,no,no,13-15years,white,no,31.12515,-0.01270383,-0.0051271506,0.7082066,south,between 0.0 and 35.0
yes,no,no,12years,white,no,14.471921,1.2398485,0.0017210516,0.16076063,west,between 0.0 and 35.0
no,no,no,12years,white,no,11.584064,1.1847479,0.99515456,23.828451,south,between 0.0 and 35.0
yes,no,no,12years,white,no,27.554825,0.0036165572,-0.0012744192,59.165684,south,between 0.0 and 35.0
no,no,no,12years,white,no,11.675587,1.3314365,1.9829184,-0.1248367,northcentral,between 0.0 and 35.0
no,no,no,13-15years,white,no,41.223026,0.0027724905,-0.0032524918,20.288635,northcentral,between 0.0 and 35.0
yes,no,yes,13-15years,white,no,27.768118,-0.0014898387,0.0028748924,22.247118,south,greater than 40.0
yes,no,no,12years,white,no,17.043325,1.2610382,-0.0028031897,0.18386306,south,between 0.0 and 35.0
no,yes,no,12years,white,no,23.20757,-0.002367829,1.9955158,44.364243,south,between 0.0 and 35.0
no,no,no,16years,white,no,14.993148,-0.0024480666,1.0177213,11.007986,northcentral,greater than 40.0
yes,no,yes,12years,white,no,31.78025,0.0015160077,0.002064149,26.548174,south,between 0.0 and 35.0
