hhi,whi,hhi2,education,race,hispanic,experience,kidslt6,kids618,husby,region,whrswk
yes,no,yes,12years,white,no,22.5,0,1,38.4,other,between 0.0 and 35.0
no,yes,no,13-15years,white,no,18.2,1,0,29.1,northcentral,greater than 40.0
yes,yes,yes,16years,white,no,31.9,0,0,49.7,south,greater than 40.0
no,no,no,12years,white,no,14.5,0,2,10.9,west,between 0.0 and 35.0
yes,no,yes,>16years,white,no,26.7,1,1,63.1,other,between 0.0 and 35.0
no,yes,yes,12years,white,no,11.8,0,0,21.4,south,greater than 40.0
yes,yes,yes,13-15years,white,no,38.2,0,1,56.9,west,greater than 40.0
no,yes,no,13-15years,white,no,16.1,2,0,44.8,other,between 35.0 and 40.0
yes,no,yes,12years,white,no,24.9,0,0,30.7,northcentral,between 0.0 and 35.0
no,yes,yes,>16years,white,no,19.4,0,2,18.3,south,greater than 40.0
yes,yes,yes,12years,white,no,35.6,0,0,48.2,west,between 0.0 and 35.0
no,no,no,16years,white,no,27.3,1,1,0.0,northcentral,between 0.0 and 35.0
yes,no,yes,13-15years,white,no,20.5,0,1,52.9,south,greater than 40.0
yes,yes,yes,12years,white,yes,30.3,1,0,27.6,other,between 35.0 and 40.0
no,yes,no,12years,white,no,6.9,0,0,40.8,west,greater than 40.0
yes,no,yes,>16years,white,no,17.9,0,0,33.4,other,between 0.0 and 35.0
no,no,no,12years,white,yes,32.8,0,0,41.9,west,between 0.0 and 35.0
yes,yes,yes,13-15years,white,no,29.7,0,2,60.0,other,between 0.0 and 35.0
no,yes,yes,12years,white,no,10.9,1,0,35.0,south,greater than 40.0
yes,yes,yes,16years,white,no,24.2,1,1,54.7,northcentral,greater than 40.0
no,yes,no,13-15years,white,no,7.4,2,0,49.0,west,greater than 40.0
yes,yes,yes,12years,white,yes,15.5,0,1,53.0,other,between 0.0 and 35.0
yes,no,yes,<9years,white,no,39.4,0,0,10.0,northcentral,greater than 40.0
no,yes,yes,>16years,white,yes,18.4,0,1,24.04,other,between 0.0 and 35.0
yes,yes,yes,12years,white,no,38.0,0,0,65.0,west,between 0.0 and 35.0
yes,yes,yes,13-15years,white,yes,26.0,0,0,28.0,south,greater than 40.0
no,no,no,12years,white,yes,41.0,0,0,8.0,south,between 0.0 and 35.0
yes,yes,yes,16years,white,no,33.0,0,1,60.0,west,greater than 40.0
no,yes,no,13-15years,white,yes,23.0,1,0,44.0,northcentral,between 0.0 and 35.0
yes,yes,yes,12years,white,yes,29.0,0,0,0.0,northcentral,greater than 40.0
yes,yes,yes,13-15years,white,yes,36.0,0,0,25.0,west,greater than 40.0
yes,yes,yes,12years,white,yes,36.0,0,1,60.0,other,between 35.0 and 40.0
yes,yes,yes,16years,white,yes,25.0,0,0,60.0,west,greater than 40.0
yes,yes,yes,13-15years,white,yes,28.0,1,1,65.0,other,greater than 40.0
yes,yes,yes,12years,white,yes,18.0,0,0,0.0,northcentral,between 0.0 and 35.0
yes,yes,yes,>16years,white,yes,26.0,0,2,30.0,south,greater than 40.0
yes,yes,yes,12years,white,yes,22.0,1,0,50.0,west,between 0.0 and 35.0
yes,yes,yes,16years,white,yes,38.0,0,0,25.0,other,greater than 40.0
yes,yes,yes,13-15years,white,yes,17.0,0,1,55.0,northcentral,between 0.0 and 35.0
yes,yes,yes,>16years,white,yes,24.0,0,0,20.0,south,between 0.0 and 35.0
yes,yes,yes,12years,white,yes,29.0,0,0,48.0,west,between 0.0 and 35.0
yes,yes,yes,12years,white,yes,39.0,0,0,29.0,south,greater than 40.0
yes,yes,yes,13-15years,white,yes,20.0,1,0,59.0,other,between 35.0 and 40.0
yes,yes,yes,16years,white,yes,32.0,0,0,22.0,northcentral,greater than 40.0
yes,yes,yes,>16years,white,yes,27.0,0,2,51.0,south,between 0.0 and 35.0
